"N","M","beta1","lambda11","phi11","nu11","phi12","nu12","phi13","nu13","phi14","nu14","phi15","nu15","phi16","nu16","sigma1","beta2","lambda21","phi21","nu21","phi22","nu22","phi23","nu23","phi24","nu24","phi25","nu25","phi26","nu26","sigma2","beta3","lambda31","phi31","nu31","phi32","nu32","phi33","nu33","phi34","nu34","phi35","nu35","phi36","nu36","sigma3","beta4","lambda41","phi41","nu41","phi42","nu42","phi43","nu43","phi44","nu44","phi45","nu45","phi46","nu46","sigma4","beta5","lambda51","phi51","nu51","phi52","nu52","phi53","nu53","phi54","nu54","phi55","nu55","phi56","nu56","sigma5","beta6","lambda61","phi61","nu61","phi62","nu62","phi63","nu63","phi64","nu64","phi65","nu65","phi66","nu66","sigma6"
100,10,0.0638121751386091,0.081067122695591,0.00313810735283564,0.0238682576203658,0.017205821488815,0.00134367304022427,1.70765950987381,3.33511087932458e-05,0.929183684052784,0.000421607824345913,1.89614386896016,0.000138998693777025,0.466007148350266,8.23792284466373e-06,0.000205984510149589,0.0626311716372459,0.0840821797090738,0.00999388472436877,0.0285153808212867,0.0418903703036823,0.00306886449621507,1.99746282765769,0.00195382377980996,2.02528130453942,0.000859178373594713,1.79305459977608,0.000134235834249816,1.70096737838525,5.55821659178302e-05,0.0459612625928092,0.0377398680477788,0.0677615330124552,0.00160925386939948,0.0373882395223874,1.51361200731725,0.0016739693455299,0.890474815068964,0.00070725335165522,1.4907525044212,2.71524841449103e-05,1.13250907867586,5.68760339023126e-06,1.73059224725303,1.94714712654751e-07,0.365019668142812,0.0196857446653324,0.0267172128002631,0.167639255270054,0.112601059420724,1.96603180452318,0.00720549402096648,1.22654218462381,0.00643453164517141,1.94131854458012,0.00130372319165415,1.9029703961337,1.76995992559681e-05,1.90085234574283,1.72133517569553e-06,1.1562903281423,0.0184254401051917,0.0283642969889015,0.164737834469183,0.131952266931915,1.94466015933525,0.0119107573869933,0.168103263655587,0.00461134165623623,0.943427019438507,0.000926872618230946,1.73145083369194,0.000262364205501839,1.69072943971604,1.05144827021025e-06,0.978664660084237,0.0195553568148853,0.0216694937653493,1.37334335968659,0.00300231042827581,2.05600131258938,0.0122221408318846,1.90521107811376,0.00470761830346335,1.79204292480623,0.00108203128910518,1.89637111240512,1.82634864533449e-05,1.79799390092274,9.13729725382524e-07,1.73721181849351
100,20,0.0558208462989843,0.032340912546046,0.00222765623108685,0.0252100058662127,0.00982185926750892,0.000654491242593598,0.575566671339268,1.97444049575381e-05,1.04400770185065,0.000120685548377984,0.544808704894711,8.75229750978645e-05,0.473556498751323,9.28880098732918e-06,0.000109155778603481,0.0531912740986376,0.0341696619926535,0.0102450828666581,0.0293327460034483,0.0256266008776148,0.00247655015107987,1.87714232567401,0.000266802663972858,1.88141236036707,0.000161755489415631,0.646365562014566,0.000149058525518887,1.77823069960237,6.12579145645453e-05,0.0243704003183276,0.0316107617931745,0.0440169082300218,0.00093850932216206,0.0206619648793072,1.38661061224928,4.16054471500436e-05,1.03632466389957,0.000143533077581889,1.302230811643,7.65469792134603e-06,1.0118855581773,2.6154935819543e-06,1.78768168708207,1.5184416681068e-07,0.212975057128926,0.0205735754387866,0.0168702065534838,0.0197814103134466,0.0642557510141249,1.79924478679593,0.000385562671243365,1.28565467569728,0.00242329042057409,1.91836928075093,0.000428968882550018,1.92492647671573,1.24867092902102e-05,1.85857263004809,1.12222342262204e-06,0.996338901047713,0.0185522962722673,0.0163946000053884,0.0314379253245983,0.0818615077020962,1.93842234232279,0.0018358538482486,0.255208603291389,0.00170641695113423,0.833340913036755,0.000314819147867797,1.95052363073858,7.47666637298992e-06,1.69422719326657,7.89076657355872e-07,0.920300003232482,0.0188345703723606,0.016701954955203,0.0151427666361629,0.00499735628925864,1.98007184773998,0.00141774716038717,1.92986550991572,0.00194996560260059,1.80075591296948,0.000351765470116541,1.91166781889309,7.00455074968533e-06,1.90536384587149,8.01091097762946e-07,1.80670415011688
