"N","M","psi11","mu11","psi12","mu12","psi13","mu13","psi14","mu14","psi15","mu15","psi16","mu16","psi21","mu21","psi22","mu22","psi23","mu23","psi24","mu24","psi25","mu25","psi26","mu26"
100,10,0.002067669921105,0.00510657836090572,0.00846189126940773,0.00180423093158571,0.0136100599974217,0.000496022517599425,0.0804788220451231,0.000124965142510797,1.19120659725951,1.71541722600225e-06,1.19077734535123,1.91360441173072e-08,0.00431286520514423,0.00272809318685736,0.00908941431557211,0.0050479846399552,0.181657108971791,0.000699898739081714,1.80631604140179,5.01593770815176e-06,1.83400732943926,1.42328694465802e-08,0.0713905041865975,3.1109125881394e-11
100,20,0.00289109778978842,0.00408879072991132,0.00928404892388438,0.00171246689673477,0.0174341192469301,0.000346833949829855,0.0317588992413876,0.000110089315501224,0.969034677464469,1.69481443973293e-06,0.966017492531886,1.88142339134192e-08,0.0076188898722341,0.00787942704094343,0.0113845858185217,0.0080294614654025,0.0220695354283976,0.000256252048779427,1.78115697318774,5.09989157570144e-06,1.7644057438455,1.68088557836947e-08,0.238216570009267,1.32384639652138e-12
